"","National.Provider.Indentification","Plan.Name","Standardized.Add.1","Standardized.City","Standardized.State","Standardized.County.Name","Standardized.ZIP","License.Number","Medicaid.Provider.Identification.No","Provider.Primary.Specialty","Phone.Number"
"14430",1558353680,"Excellus Health Plan, Inc./Univera Healthcare","20 ELM ST","DELHI","NY","Delaware",13753,"3801501F",99999999,"HOSPICE CARE",7462668
"14432",1558353680,"Excellus Health Plan, Inc.","20 ELM ST","DELHI","NY","Delaware",13753,"3801501F",99999999,"HOSPICE CARE",7462668
"14435",1558384685,"HealthNow of New York, Inc: Medicaid","1479 KENSINGTON AVE","BUFFALO","NY","Erie",14215,NA,3003481,"DURABLE MEDICAL EQUIPMENT",8327744
"14436",1558384685,"HealthNow of New York, Inc","1479 KENSINGTON AVE","BUFFALO","NY","Erie",14215,"99999999",449990,"DURABLE MEDICAL EQUIPMENT",8327744
"14439",1558406009,"Excellus Health Plan, Inc./Univera Healthcare","292 MAIN ST","EAST AURORA","NY","Erie",14052,"1422303N",463552,"PHYSICAL THERAPY",6521560
"14441",1558406009,"HealthNow of New York, Inc","292 MAIN ST","EAST AURORA","NY","Erie",14052,"1422303N",463522,"INSTITUTIONAL LTC",6521560
"14442",1558406009,"HealthNow of New York, Inc: Medicaid","292 MAIN ST","EAST AURORA","NY","Erie",14052,"1422303N",463552,"NURSING HOME CARE SHORT TERM REHAB",6521560
"14443",1558406009,"HealthNow of New York, Inc","292 MAIN ST","EAST AURORA","NY","Erie",14052,"1422303N",463522,"NURSING HOME CARE SHORT TERM REHAB",6521560
"14444",1558407551,"Excellus Health Plan, Inc./Univera Healthcare","58 MAIN ST","CANDOR","NY","Tioga",13743,NA,99999999,"AMBULANCE",6595529
"14445",1558407551,"Excellus Health Plan, Inc.","58 MAIN ST","CANDOR","NY","Tioga",13743,NA,99999999,"AMBULANCE",6595529
"14448",1558413401,"Excellus Health Plan, Inc./Univera Healthcare","545 TITUS AVE","ROCHESTER","NY","Monroe",14617,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4541474
"14450",1558413401,"Excellus Health Plan, Inc.","545 TITUS AVE","ROCHESTER","NY","Monroe",14617,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4541474
"14452",1558423350,"Excellus Health Plan, Inc./Univera Healthcare","2235 MILLERSPORT HWY","GETZVILLE","NY","Erie",14068,"1451306N",475329,"PHYSICAL THERAPY",8107000
"14454",1558423350,"HealthNow of New York, Inc","2235 MILLERSPORT HWY","GETZVILLE","NY","Erie",14068,"1451306N",475329,"INSTITUTIONAL LTC",8107000
"14455",1558423350,"HealthNow of New York, Inc: Medicaid","2235 MILLERSPORT HWY","GETZVILLE","NY","Erie",14068,"1451306N",475329,"NURSING HOME CARE SHORT TERM REHAB",8107000
"14456",1558423350,"HealthNow of New York, Inc","2235 MILLERSPORT HWY","GETZVILLE","NY","Erie",14068,"1451306N",475329,"NURSING HOME CARE SHORT TERM REHAB",8107000
"14457",1558431379,"Excellus Health Plan, Inc.","DBA CAREGIVERS","ROME","NY","Oneida",13440,"0960L001",99999999,"HOME CARE - HOME HEALTH AIDE",3376890
"14458",1558431379,"Excellus Health Plan, Inc./Univera Healthcare","DBA CAREGIVERS","ROME","NY","Oneida",13440,"0960L001",99999999,"HOME CARE - HOME HEALTH AIDE",3376890
"14461",1558431379,"Excellus Health Plan, Inc./Univera Healthcare","DBA CAREGIVERS","UTICA","NY","Oneida",13502,"0960L001",99999999,"HOME CARE - HOME HEALTH AIDE",7977050
"14462",1558431379,"Excellus Health Plan, Inc.","DBA CAREGIVERS","UTICA","NY","Oneida",13502,"0960L001",99999999,"HOME CARE - HOME HEALTH AIDE",7977050
"14466",1558464925,"Excellus Health Plan, Inc.","1000 JAMESVILLE RD","SYRACUSE","NY","Onondaga",13214,"6949100H",562932,"PRIVATE PSYCH & ASA INPATIENT",4724471
"14467",1558464925,"Excellus Health Plan, Inc./Univera Healthcare","1000 JAMESVILLE RD","SYRACUSE","NY","Onondaga",13214,"6949100H",562932,"PRIVATE PSYCH & ASA INPATIENT",4724471
"14470",1558464925,"Excellus Health Plan, Inc.","1045 JAMES ST","SYRACUSE","NY","Onondaga",13203,"6949100H",562932,"PRIVATE PSYCH & ASA INPATIENT",4724471
"14472",1558464925,"Excellus Health Plan, Inc./Univera Healthcare","1045 JAMES ST","SYRACUSE","NY","Onondaga",13203,"6949100H",562932,"PRIVATE PSYCH & ASA INPATIENT",4724471
"14474",1558464925,"Excellus Health Plan, Inc.","116 W GLEN AVE","SYRACUSE","NY","Onondaga",13205,"6949100H",562932,"PRIVATE PSYCH & ASA INPATIENT",4724471
"14476",1558464925,"Excellus Health Plan, Inc./Univera Healthcare","116 W GLEN AVE","SYRACUSE","NY","Onondaga",13205,"6949100H",562932,"PRIVATE PSYCH & ASA INPATIENT",4724471
"14478",1558464925,"Excellus Health Plan, Inc.","400 W YATES ST","EAST SYRACUSE","NY","Onondaga",13057,"6949100H",562932,"PRIVATE PSYCH & ASA INPATIENT",4724471
"14480",1558464925,"Excellus Health Plan, Inc./Univera Healthcare","400 W YATES ST","EAST SYRACUSE","NY","Onondaga",13057,"6949100H",562932,"PRIVATE PSYCH & ASA INPATIENT",4724471
"14482",1558464925,"Excellus Health Plan, Inc.","435 S MAIN ST","SYRACUSE","NY","Onondaga",13212,"6949100H",562932,"PRIVATE PSYCH & ASA INPATIENT",4724471
"14483",1558464925,"Excellus Health Plan, Inc./Univera Healthcare","435 S MAIN ST","SYRACUSE","NY","Onondaga",13212,"6949100H",562932,"PRIVATE PSYCH & ASA INPATIENT",4724471
"14486",1558465211,"Excellus Health Plan, Inc./Univera Healthcare","175 E 4TH ST","DUNKIRK","NY","Chautauqua",14048,NA,8776500,"PHARMACY",3666431
"14487",1558465211,"MVP Health Plan, Inc.","175 E 4TH ST","DUNKIRK","NY","Chautauqua",14048,"00016360",616335,"PHARMACY",3666431
"14488",1558465211,"Excellus Health Plan, Inc.","175 E 4TH ST","DUNKIRK","NY","Chautauqua",14048,NA,8776500,"PHARMACY",3666431
"14490",1558465211,"HealthNow of New York, Inc","175 E 4TH ST","DUNKIRK","NY","Chautauqua",14048,NA,616335,"PHARMACY",3666431
"14491",1558465211,"HealthNow of New York, Inc: Medicaid","175 E 4TH ST","DUNKIRK","NY","Chautauqua",14048,NA,616335,"PHARMACY",3666431
"14501",1558474882,"HealthNow of New York, Inc","1790 BLACK RIVER BLVD N","ROME","NY","Oneida",13440,NA,2679821,"PHARMACY",3373562
"14502",1558474882,"Excellus Health Plan, Inc.","1790 BLACK RIVER BLVD N","ROME","NY","Oneida",13440,NA,2679821,"PHARMACY",3373562
"14503",1558474882,"Excellus Health Plan, Inc./Univera Healthcare","1790 BLACK RIVER BLVD N","ROME","NY","Oneida",13440,NA,2679821,"PHARMACY",3373562
"14504",1558474882,"MVP Health Plan, Inc.","1790 BLACK RIVER BLVD N","ROME","NY","Oneida",13440,"00027193",2679821,"PHARMACY",3373559
"14515",1558475525,"MVP Health Plan, Inc.","89 GENESEE ST","ROCHESTER","NY","Monroe",14611,"00025528",2569822,"PHARMACY",3683928
"14516",1558475525,"HealthNow of New York, Inc: Medicaid","89 GENESEE ST","ROCHESTER","NY","Monroe",14611,NA,2569822,"PHARMACY",3683928
"14517",1558475848,"MVP Health Plan, Inc.","12 W 1ST ST S","FULTON","NY","Oswego",13069,"00027489",2808184,"PHARMACY",5981018
"14518",1558475848,"Excellus Health Plan, Inc./Univera Healthcare","12 W 1ST ST S","FULTON","NY","Oswego",13069,NA,2808184,"PHARMACY",5981018
"14519",1558475848,"Excellus Health Plan, Inc.","12 W 1ST ST S","FULTON","NY","Oswego",13069,NA,2808184,"PHARMACY",5981018
"14522",1558475848,"HealthNow of New York, Inc","12 W 1ST ST S","FULTON","NY","Oswego",13069,NA,2808184,"PHARMACY",5981018
"14531",1558478735,"Excellus Health Plan, Inc./Univera Healthcare","868 STATE ROUTE 11","CHAMPLAIN","NY","Clinton",12919,NA,1832246,"PHARMACY",2985343
"14535",1558478735,"Excellus Health Plan, Inc.","868 STATE ROUTE 11","CHAMPLAIN","NY","Clinton",12919,NA,1832246,"PHARMACY",2985343
"14536",1558478735,"MVP Health Plan, Inc.","868 STATE ROUTE 11","CHAMPLAIN","NY","Clinton",12919,"00013058",1832246,"PHARMACY",2985343
"14543",1558478735,"HealthNow of New York, Inc","868 STATE ROUTE 11","CHAMPLAIN","NY","Clinton",12919,NA,1832246,"PHARMACY",2985343
"14546",1558492074,"Excellus Health Plan, Inc.","200 OHIO ST","MEDINA","NY","Orleans",14103,"3622700C",99999999,"GENERAL HOSPITAL (ARTICLE 28)",7982000
"14547",1558492074,"Excellus Health Plan, Inc./Univera Healthcare","200 OHIO ST","MEDINA","NY","Orleans",14103,"3622700C",99999999,"GENERAL HOSPITAL (ARTICLE 28)",7982000
"14550",1558556738,"Excellus Health Plan, Inc./Univera Healthcare","300 WEST AVE","BROCKPORT","NY","Monroe",14420,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",6370240
"14551",1558556738,"Excellus Health Plan, Inc.","300 WEST AVE","BROCKPORT","NY","Monroe",14420,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",6370240
"14554",1558556738,"MVP Health Plan, Inc.","300 WEST AVE","BROCKPORT","NY","Monroe",14420,NA,99999999,"EYE/VISION CENTER",6370240
"14556",1558584458,"Excellus Health Plan, Inc.","301 WEST AVE","ALBION","NY","Orleans",14411,"2701221R",99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",5895613
"14557",1558584458,"Excellus Health Plan, Inc./Univera Healthcare","301 WEST AVE","ALBION","NY","Orleans",14411,"2701221R",99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",5895613
"14560",1558632497,"HealthNow of New York, Inc","847 COUNTY HIGHWAY 122","GLOVERSVILLE","NY","Fulton",12078,"1754301N",99999999,"INSTITUTIONAL LTC",7733400
"14561",1558632497,"HealthNow of New York, Inc","847 COUNTY HIGHWAY 122","GLOVERSVILLE","NY","Fulton",12078,"1754301N",99999999,"NURSING HOME CARE SHORT TERM REHAB",7733400
"14562",1568413656,"MVP Health Plan, Inc.","1815 S CLINTON AVE","ROCHESTER","NY","Monroe",14618,NA,99999999,"ORTHOPEDIC - CLINIC SPECIALTY",2717141
"14563",1568413656,"HealthNow of New York, Inc: Medicaid","1900 S CLINTON AVE","ROCHESTER","NY","Monroe",14618,NA,2742689,"DURABLE MEDICAL EQUIPMENT",2717141
"14564",1568413656,"HealthNow of New York, Inc","1900 S CLINTON AVE","ROCHESTER","NY","Monroe",14618,"99999999",2742689,"DURABLE MEDICAL EQUIPMENT",2717141
"14565",1568418614,"HealthNow of New York, Inc","431 TONAWANDA ST","BUFFALO","NY","Erie",14207,NA,591864,"PHARMACY",8763070
"14566",1568418614,"Excellus Health Plan, Inc.","431 TONAWANDA ST","BUFFALO","NY","Erie",14207,NA,591864,"PHARMACY",8763070
"14567",1568418614,"Excellus Health Plan, Inc./Univera Healthcare","431 TONAWANDA ST","BUFFALO","NY","Erie",14207,NA,591864,"PHARMACY",8763070
"14569",1568418614,"MVP Health Plan, Inc.","431 TONAWANDA ST","BUFFALO","NY","Erie",14207,"00014228",591864,"PHARMACY",8763070
"14579",1568428621,"HealthNow of New York, Inc","1415 PORTLAND AVE","ROCHESTER","NY","Monroe",14621,"2701202R",355284,"NURSING",9225700
"14580",1568428621,"Excellus Health Plan, Inc./Univera Healthcare","1415 PORTLAND AVE","ROCHESTER","NY","Monroe",14621,NA,355284,"HEMATOLOGY- CLINIC SPECIALTY",9224056
"14582",1568428621,"Excellus Health Plan, Inc.","1415 PORTLAND AVE","ROCHESTER","NY","Monroe",14621,NA,355284,"HEMATOLOGY- CLINIC SPECIALTY",9224056
"14584",1568428621,"HealthNow of New York, Inc: Medicaid","1415 PORTLAND AVE","ROCHESTER","NY","Monroe",14621,"2701202R",355284,"OTHER",9225700
"14585",1568430700,"HealthNow of New York, Inc","3409 GENESEE ST","BUFFALO","NY","Erie",14225,"1439L001",1992149,"HOME CARE - HOME HEALTH AIDE",8552273
"14586",1568430700,"HealthNow of New York, Inc: Medicaid","3409 GENESEE ST","BUFFALO","NY","Erie",14225,NA,1985973,"HOME CARE - HOME HEALTH AIDE",8552273
"14587",1568430700,"Excellus Health Plan, Inc./Univera Healthcare","3409 GENESEE ST","BUFFALO","NY","Erie",14225,"0160L001",1985973,"HOME CARE - HOME HEALTH AIDE",8552273
"14589",1568430700,"HealthNow of New York, Inc: Medicaid","3409 GENESEE ST","BUFFALO","NY","Erie",14225,NA,1985973,"CONSUMER DIRECTED PERSONAL CARE: LEVEL 1",8552273
"14590",1568430700,"HealthNow of New York, Inc","3409 GENESEE ST","BUFFALO","NY","Erie",14225,"99999999",99999999,"GENERAL MEDICINE - CLINIC SPECIALTY",8552273
"14591",1568442283,"Excellus Health Plan, Inc.","1165 PORTLAND AVE","ROCHESTER","NY","Monroe",14621,NA,99999999,"DURABLE MEDICAL EQUIPMENT",3381000
"14592",1568442283,"Excellus Health Plan, Inc./Univera Healthcare","1165 PORTLAND AVE","ROCHESTER","NY","Monroe",14621,NA,99999999,"DURABLE MEDICAL EQUIPMENT",3381000
"14595",1568442283,"HealthNow of New York, Inc","892 E RIDGE RD","ROCHESTER","NY","Monroe",14621,"99999999",1361302,"DURABLE MEDICAL EQUIPMENT",3381000
"14596",1568442283,"Excellus Health Plan, Inc.","892 E RIDGE RD","ROCHESTER","NY","Monroe",14621,NA,99999999,"DURABLE MEDICAL EQUIPMENT",3381000
"14597",1568442283,"Excellus Health Plan, Inc./Univera Healthcare","892 E RIDGE RD","ROCHESTER","NY","Monroe",14621,NA,99999999,"DURABLE MEDICAL EQUIPMENT",3381000
"14599",1568442283,"HealthNow of New York, Inc: Medicaid","892 E RIDGE RD","ROCHESTER","NY","Monroe",14621,NA,1361302,"DURABLE MEDICAL EQUIPMENT",3381000
"14601",1568442283,"MVP Health Plan, Inc.","892 E RIDGE RD","ROCHESTER","NY","Monroe",14621,NA,1361302,"ORTHOPEDIC - CLINIC SPECIALTY",3381000
"14603",1568459725,"HealthNow of New York, Inc","4650 SOUTHWESTERN BLVD","HAMBURG","NY","Erie",14075,"1430301N",764181,"INSTITUTIONAL LTC",6482450
"14604",1568459725,"HealthNow of New York, Inc","4650 SOUTHWESTERN BLVD","HAMBURG","NY","Erie",14075,"1430301N",764181,"NURSING HOME CARE SHORT TERM REHAB",6482450
"14605",1568459725,"HealthNow of New York, Inc: Medicaid","4650 SOUTHWESTERN BLVD","HAMBURG","NY","Erie",14075,"1430301N",764181,"NURSING HOME CARE SHORT TERM REHAB",6482450
"14606",1568479012,"Excellus Health Plan, Inc.","205 1ST ST","LIVERPOOL","NY","Onondaga",13088,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",4577968
"14607",1568479012,"Excellus Health Plan, Inc./Univera Healthcare","205 1ST ST","LIVERPOOL","NY","Onondaga",13088,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",4577968
"14610",1568483485,"HealthNow of New York, Inc: Medicaid","17 LIMEST1 DR","BUFFALO","NY","Erie",14221,NA,2849296,"DURABLE MEDICAL EQUIPMENT",6779277
"14611",1568483485,"Excellus Health Plan, Inc./Univera Healthcare","17 LIMESTONE DR","BUFFALO","NY","Erie",14221,NA,99999999,"DURABLE MEDICAL EQUIPMENT",6779277
"14613",1568483485,"HealthNow of New York, Inc","17 LIMESTONE DR","BUFFALO","NY","Erie",14221,"99999999",2849296,"DURABLE MEDICAL EQUIPMENT",6779277
"14615",1568499671,"Excellus Health Plan, Inc.","3200 WEST ST","CANANDAIGUA","NY","Ontario",14424,NA,449869,"OPTICIAN/CONTACT LENS PRIVILGE",3941358
"14616",1568499671,"Excellus Health Plan, Inc./Univera Healthcare","3200 WEST ST","CANANDAIGUA","NY","Ontario",14424,NA,449869,"OPTICIAN/CONTACT LENS PRIVILGE",3941358
"14619",1568525418,"HealthNow of New York, Inc: Medicaid","41 MAIN ST","LOCKPORT","NY","Niagara",14094,NA,932467,"ALCOHOLISM/SUBSTANCE ABUSE INPATIENT",4333846
"14620",1568525418,"HealthNow of New York, Inc","41 MAIN ST LOCKVIEW PLZ","LOCKPORT","NY","Niagara",14094,"0AF63181",932467,"OMH PSYCH CTR/OASAS ASA INPATIENT",4333846
"14621",1568525418,"HealthNow of New York, Inc: Medicaid","6395 OLD NIAGARA RD","LOCKPORT","NY","Niagara",14094,NA,932467,"ALCOHOLISM/SUBSTANCE ABUSE INPATIENT",4333846
"14622",1568525418,"HealthNow of New York, Inc","6395 OLD NIAGARA RD","LOCKPORT","NY","Niagara",14094,"0AF63181",932467,"OMH PSYCH CTR/OASAS ASA INPATIENT",4333846
"14625",1568543510,"Excellus Health Plan, Inc./Univera Healthcare","555 SAINT JOSEPHS BLVD","ELMIRA","NY","Chemung",14901,NA,99999999,"PRIVATE PSYCH & ASA INPATIENT",7336541
"14626",1568543510,"Excellus Health Plan, Inc.","555 SAINT JOSEPHS BLVD","ELMIRA","NY","Chemung",14901,NA,99999999,"PRIVATE PSYCH & ASA INPATIENT",7336541
"14629",1568548782,"MVP Health Plan, Inc.","38 1/2 N MAIN ST","NORWOOD","NY","St. Lawrence",13668,"4429000H",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",2653300
"14630",1568548782,"Excellus Health Plan, Inc.","50 LEROY ST","POTSDAM","NY","St. Lawrence",13676,"4429000H",354196,"GENERAL HOSPITAL (ARTICLE 28)",2653300
"14631",1568548782,"HealthNow of New York, Inc","50 LEROY ST","POTSDAM","NY","St. Lawrence",13676,"4429000H",354198,"GENERAL HOSPITAL (ARTICLE 28)",2653300
"14633",1568548782,"MVP Health Plan, Inc.","50 LEROY ST","POTSDAM","NY","St. Lawrence",13676,"4429000H",0,"GENERAL HOSPITAL (ARTICLE 28)",2653300
"14634",1568548782,"Excellus Health Plan, Inc./Univera Healthcare","50 LEROY ST","POTSDAM","NY","St. Lawrence",13676,"4429000H",354196,"GENERAL HOSPITAL (ARTICLE 28)",2653300
"14636",1568548782,"MVP Health Plan, Inc.","50 LEROY ST","POTSDAM","NY","St. Lawrence",13676,"4429000H",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",2615150
"14637",1568548782,"HealthNow of New York, Inc","50 LEROY ST","POTSDAM","NY","St. Lawrence",13676,"4429000H",354196,"OMH PSYCH CTR/OASAS ASA INPATIENT",2653300
"14638",1568566321,"HealthNow of New York, Inc","2580 E HENRIETTA RD","ROCHESTER","NY","Monroe",14623,NA,1747075,"PHARMACY",3212581
"14639",1568566321,"Excellus Health Plan, Inc.","2580 E HENRIETTA RD","ROCHESTER","NY","Monroe",14623,NA,1747075,"PHARMACY",3212581
"14641",1568566321,"Excellus Health Plan, Inc./Univera Healthcare","2580 E HENRIETTA RD","ROCHESTER","NY","Monroe",14623,NA,1747075,"PHARMACY",3212581
"14644",1568566321,"MVP Health Plan, Inc.","2580 E HENRIETTA RD","ROCHESTER","NY","Monroe",14623,"00023256",1747075,"PHARMACY",3212581
"14652",1568566321,"HealthNow of New York, Inc: Medicaid","2580 E HENRIETTA RD","ROCHESTER","NY","Monroe",14623,NA,1747075,"PHARMACY",3212581
"14653",1568568962,"MVP Health Plan, Inc.","20 AMPERSAND DR","PLATTSBURGH","NY","Clinton",12901,"15111071",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",5618480
"14655",1568568962,"HealthNow of New York, Inc","20 AMPERSAND DR","PLATTSBURGH","NY","Clinton",12901,"03060540",1302689,"OMH PSYCH CTR/OASAS ASA INPATIENT",5618480
"14656",1568568962,"Excellus Health Plan, Inc.","20 AMPERSAND DR","PLATTSBURGH","NY","Clinton",12901,NA,1303689,"PRIVATE PSYCH & ASA INPATIENT",5618480
"14658",1568568962,"Excellus Health Plan, Inc./Univera Healthcare","20 AMPERSAND DR","PLATTSBURGH","NY","Clinton",12901,NA,1303689,"PRIVATE PSYCH & ASA INPATIENT",5618480
"14660",1568568962,"Excellus Health Plan, Inc.","518 MORRISVILLE RD","SCHUYLER FALLS","NY","Clinton",12985,NA,1303689,"PRIVATE PSYCH & ASA INPATIENT",5618480
"14662",1568568962,"Excellus Health Plan, Inc./Univera Healthcare","518 MORRISVILLE RD","SCHUYLER FALLS","NY","Clinton",12985,NA,1303689,"PRIVATE PSYCH & ASA INPATIENT",5618480
"14665",1568571883,"HealthNow of New York, Inc: Medicaid","214 LOCKPORT ST","YOUNGSTOWN","NY","Niagara",14174,NA,1027958,"DURABLE MEDICAL EQUIPMENT",7453313
"14666",1568571883,"HealthNow of New York, Inc","214 LOCKPORT ST","YOUNGSTOWN","NY","Niagara",14174,"99999999",88888888,"DURABLE MEDICAL EQUIPMENT",7453313
"14667",1568571883,"Excellus Health Plan, Inc./Univera Healthcare","214 LOCKPORT ST","YOUNGSTOWN","NY","Niagara",14174,NA,1027958,"PHARMACY",7453313
"14668",1568571883,"Excellus Health Plan, Inc.","214 LOCKPORT ST","YOUNGSTOWN","NY","Niagara",14174,NA,1027958,"PHARMACY",7453313
"14671",1568571883,"MVP Health Plan, Inc.","214 LOCKPORT ST","YOUNGSTOWN","NY","Niagara",14174,"00019486",1027958,"PHARMACY",7453313
"14673",1568571883,"HealthNow of New York, Inc","214 LOCKPORT ST","YOUNGSTOWN","NY","Niagara",14174,NA,1027958,"PHARMACY",7453313
"14681",1568573848,"Excellus Health Plan, Inc./Univera Healthcare","4315 MAIN ST","PORT HENRY","NY","Essex",12974,NA,2809052,"PHARMACY",5467244
"14683",1568573848,"Excellus Health Plan, Inc.","4315 MAIN ST","PORT HENRY","NY","Essex",12974,NA,2809052,"PHARMACY",5467244
"14684",1568573848,"MVP Health Plan, Inc.","4315 MAIN ST","PORT HENRY","NY","Essex",12974,"00027981",2809052,"PHARMACY",5467244
"14694",1568573848,"HealthNow of New York, Inc","4315 MAIN ST","PORT HENRY","NY","Essex",12974,NA,2809052,"PHARMACY",5467244
"14695",1568575439,"HealthNow of New York, Inc: Medicaid","3 CENTER ST","GENESEO","NY","Livingston",14454,NA,3463265,"DURABLE MEDICAL EQUIPMENT",2433080
"14696",1568575439,"HealthNow of New York, Inc","3 CENTER ST","GENESEO","NY","Livingston",14454,"99999999",99999999,"DURABLE MEDICAL EQUIPMENT",2433080
"14697",1568575439,"HealthNow of New York, Inc: Medicaid","33 CHANDLER AVE","BATAVIA","NY","Genesee",14020,NA,3463265,"DURABLE MEDICAL EQUIPMENT",2433080
"14698",1568578920,"Excellus Health Plan, Inc./Univera Healthcare","1101 ERIE BLVD E","SYRACUSE","NY","Onondaga",13210,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",4224412
"14700",1568578920,"Excellus Health Plan, Inc.","1101 ERIE BLVD E","SYRACUSE","NY","Onondaga",13210,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",4224412
"14702",1568579647,"Excellus Health Plan, Inc.","100 ELMRIDGE PLZ","ROCHESTER","NY","Monroe",14626,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",2272290
"14703",1568579647,"Excellus Health Plan, Inc./Univera Healthcare","100 ELMRIDGE PLZ","ROCHESTER","NY","Monroe",14626,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",2272290
"14706",1568579647,"Excellus Health Plan, Inc./Univera Healthcare","100 STATE RTE 66","HORNELL","NY","Steuben",14843,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",3247142
"14707",1568579647,"Excellus Health Plan, Inc.","100 STATE RTE 66","HORNELL","NY","Steuben",14843,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",3247142
"14710",1568579647,"Excellus Health Plan, Inc.","2405 VESTAL PKWY E","VESTAL","NY","Broome",13850,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",7981475
"14711",1568579647,"Excellus Health Plan, Inc./Univera Healthcare","2405 VESTAL PKWY E","VESTAL","NY","Broome",13850,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",7981475
"14714",1568579647,"Excellus Health Plan, Inc.","297 GRANT AVE","AUBURN","NY","Cayuga",13021,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",2553525
"14715",1568579647,"Excellus Health Plan, Inc./Univera Healthcare","297 GRANT AVE","AUBURN","NY","Cayuga",13021,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",2553525
"14718",1568579647,"Excellus Health Plan, Inc.","830 COUNTY RTE 64","ELMIRA","NY","Chemung",14903,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",7395209
"14720",1568579647,"Excellus Health Plan, Inc./Univera Healthcare","830 COUNTY RTE 64","ELMIRA","NY","Chemung",14903,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",7395209
"14722",1568579746,"Excellus Health Plan, Inc.","10923 US HWY 11","ADAMS","NY","Jefferson",13605,NA,561880,"PHARMACY",2324562
"14723",1568579746,"Excellus Health Plan, Inc./Univera Healthcare","10923 US HWY 11","ADAMS","NY","Jefferson",13605,NA,561880,"PHARMACY",2324562
"14726",1568579746,"MVP Health Plan, Inc.","10923 US HWY 11","ADAMS","NY","Jefferson",13605,"00021242",561880,"PHARMACY",2324562
"14731",1568579746,"HealthNow of New York, Inc","10923 US HWY 11","ADAMS","NY","Jefferson",13605,NA,561880,"PHARMACY",2324562
"14736",1568603124,"Excellus Health Plan, Inc.","644 ELLICOTT ST","BUFFALO","NY","Erie",14203,NA,3124623,"PHARMACY",2475300
"14737",1568603124,"Excellus Health Plan, Inc./Univera Healthcare","644 ELLICOTT ST","BUFFALO","NY","Erie",14203,NA,3124623,"PHARMACY",2475300
"14739",1568603124,"MVP Health Plan, Inc.","644 ELLICOTT ST","BUFFALO","NY","Erie",14203,"00029447",3124623,"PHARMACY",2475300
"14746",1568603124,"HealthNow of New York, Inc","644 ELLICOTT ST","BUFFALO","NY","Erie",14203,NA,3124623,"PHARMACY",2475300
"14747",1568603124,"HealthNow of New York, Inc: Medicaid","644 ELLICOTT ST","BUFFALO","NY","Erie",14203,NA,3124623,"PHARMACY",2475300
"14753",1568662716,"Excellus Health Plan, Inc.","815 HARLEM RD","BUFFALO","NY","Erie",14224,NA,2940090,"PHARMACY",8275490
"14754",1568662716,"Excellus Health Plan, Inc./Univera Healthcare","815 HARLEM RD","BUFFALO","NY","Erie",14224,NA,2940090,"PHARMACY",8275490
"14759",1568662716,"HealthNow of New York, Inc","815 HARLEM RD","BUFFALO","NY","Erie",14224,NA,2940090,"PHARMACY",8275490
"14761",1568662716,"MVP Health Plan, Inc.","815 HARLEM RD","BUFFALO","NY","Erie",14224,"00028537",2940090,"PHARMACY",8275490
"14765",1568720027,"MVP Health Plan, Inc.","344 W GENESEE ST","SYRACUSE","NY","Onondaga",13202,"1576L001",99999999,"PRIVATE PSYCH & ASA INPATIENT",4574700
"14767",1568720027,"HealthNow of New York, Inc","911 OLD LIVERPOOL RD","LIVERPOOL","NY","Onondaga",13088,"13031177",3448515,"OMH PSYCH CTR/OASAS ASA INPATIENT",4574700
"14768",1568768604,"HealthNow of New York, Inc: Medicaid","7060 ERIE RD","DERBY","NY","Erie",14047,NA,99999999,"RADIOLOGY",2502000
"14769",1568768604,"HealthNow of New York, Inc","7060 ERIE RD","DERBY","NY","Erie",14047,"99999999",2099434,"DIAGNOSTIC RADIOLOGY",2502000
"14770",1568778348,"HealthNow of New York, Inc","412 DAY HOLLOW RD","ENDICOTT","NY","Broome",13760,NA,3300272,"PHARMACY",7851756
"14771",1568778348,"Excellus Health Plan, Inc.","412 DAY HOLLOW RD","ENDICOTT","NY","Broome",13760,NA,3300272,"PHARMACY",7851756
